Title,Summary,Link
"Prevalence, Incidence and Risk Signature of Chronic Kidney Disease in Sub-Saharan Africa","Chronic kidney disease (CKD) is associated with increased cardiovascular morbidity and mortality. The prevalence of CKD is increasing worldwide and is assumed to also dramatically increase in Sub-Saharan Africa (SSA). Key shortcomings of available data on CKD in SSA are as follows: (i) Available data are based on single measurements and, therefore, cannot distinguish between harmless transient deterioration in kidney function and chronic kidney damage; (ii) Accurate information regarding renal protein loss, an important and early marker of kidney disease, is lacking; (iii) Cardiovascular risk factors for CKD, such as obesity, hypertension and diabetes, are often not searched for. Likewise non-classic potential risk factors, such as endemic infectious diseases, socioeconomic status and lifestyle have not been consistently recorded; (iv) Information to interrogate linked interaction over time between risk factors and development of CKD is unavailable. With this project, situated in a region representative of semi-rural SSA, we aim to fill this knowledge gap and (i) establish guideline conform prevalence data of CKD and its major cardiovascular risk factors, as well as (ii) prospectively define the incidence of cardiovascular- and non-classic risk factors of CKD. The data from (i) and (ii) is used to develop predictive models. A prospective cohort of 1200 individuals in a primary care facility will serve as study population. The population is representing a society in transition from rural to more urban lifestyle. In the pilot study, participants will be followed for one years and undergo the clinical and biomedical testing required to capture CKD and its classic and non-classic risk factors over time.",https://clinicaltrials.gov/study/NCT05881447
Effect of Sotagliflozin on Cardiovascular Events in Participants With Type 2 Diabetes Post Worsening Heart Failure (SOLOIST-WHF Trial),"Primary Objective:

To compare the effect of sotagliflozin to placebo on the total occurrences of cardiovascular (CV) death, hospitalization for heart failure (HHF), and urgent visit for heart failure (HF) in hemodynamically stable participants after admission for worsening heart failure (WHF)

Secondary Objectives:

To compare the effects of sotagliflozin to placebo on:

* The total occurrences of HHF and urgent visit for HF
* The occurrence of CV death
* The occurrence of all-cause mortality
* The total occurrences of CV death, HHF, urgent visit for HF, non-fatal myocardial infarction (MI), and non-fatal stroke
* Change in Kansas City Cardiomyopathy Questionnaire-12(KCCQ-12) score
* Change in estimated glomerular filtration rate (eGFR)",https://clinicaltrials.gov/study/NCT03521934
Savolitinib Plus Osimertinib Versus Platinum-based Doublet Chemotherapy in Participants With Non-Small Cell Lung Cancer Who Have Progressed on Osimertinib Treatment,"Clinical study to investigate the efficacy and safety of savolitinib in combination with osimertinib versus platinum-based doublet chemotherapy in participants with EGFR mutated, MET-overexpressed and/or amplified, locally advanced or metastatic NSCLC who have progressed on treatment with Osimertinib.",https://clinicaltrials.gov/study/NCT05261399
Rescue of Nephrons With ALE.F02 (RENAL-F02),"The goal of this clinical trial is to learn if a new drug that might help protect and preserve kidney function in antineutrophil cytoplasmic antibody (ANCA) associated vasculitis (AAV). AAV is a type of autoimmune disease where the body's own immune system attacks itself, and in the case of AAV the body attacks its own small blood vessels. There are many small blood vessels in the kidneys meaning the kidneys are commonly affected in AAV.

The main questions it aims to answer are:

* Is the new drug well tolerated and safe?
* Can the new drug protect and preserve kidney functions when is added to standard therapy?

Researchers will compare the following groups to see how the new drug is tolerated and what effect to preserve kidney tissue has:

* Group A: Standard treatment + ALE.F02 low dose infusions
* Group B: Standard treatment + ALE.F02 high dose infusions
* Group C: Standard treatment + ALE.F02 maximum dose infusions
* Group D: Standard treatment + placebo infusions (inactive substance)

The Treatment period will consist of 24 weeks beginning on Day 1, during which time participants will receive 13 infusions of the study medicine, along with standard therapy for kidney inflammation due to AAV. During the treatment period, participants will have the following assessments:

* A brief physical examination focusing on their skin any pre-existing medical conditions that you have.
* Collection of blood and urine samples for routine safety tests and to assess renal function.
* Collection of blood samples:

  * To measure the amount of study medicine in their blood. This is called pharmacokinetics (PK) and it is tested to see how study medicine enters, moves through, and exits the body.
  * To test for antidrug antibodies (ADA). To check if their body create antibodies against the study medicine, as this could reduce its effect.
  * To measure biomarkers. Biomarkers are specific compounds in the body (can be protein, hormones, or genetic molecules) that indicate normal or abnormal processes taking place in your body and may be a sign of an underlying condition or disease (for example glucose levels are used as biomarker in managing diabetes). They are used to see how well the body responds to a treatment for a disease or condition.
* Collection of urine to measure urine markers of vasculitis/inflammation called biomarkers.
* Urine pregnancy test. A urine pregnancy test is a quick medical test that can tell if a woman is pregnant or not by checking for a hormone which is produced during pregnancy, usually in the urine.
* Chest High Resolution Computed Tomography (HRCT) scan to check whether they have vasculitis affecting their lungs. A CT scan uses special x-ray equipment to take detailed pictures of body tissues and organs to diagnose and monitor conditions in various parts of the body. For the CT scan, they will need to lie still on a table. At Week 24 a second lung CT scan will be performed for participants whose initial scan showed lung vasculitis to see whether your lung vasculitis is getting better or ongoing/worse.",https://clinicaltrials.gov/study/NCT06047171
A Study to Learn About the Study Medicine PF-07220060 Together With Letrozole Compared to Letrozole Alone in Women Post Menopause,"The purpose of this study is to learn about the effects of the study medicine PF-07220060 plus letrozole, compared with the effects of taking letrozole alone without PF-07220060 for treatment of breast cancer.

This study is seeking for participants who are:

* women of age 18 years and older post menopause (either naturally or surgically).
* confirmed to have Hormone receptor (HR) positive, Human epidermal growth factor receptor 2 (HER2) negative breast cancer. HER2 negative describes cells that have a small amount or none of a protein called HER2 on their surface. In normal cells, HER2 helps control cell growth. Cancer cells that are HER2 negative may grow more slowly and are less likely to recur (come back) or spread to other parts of the body than cancer cells that have a large amount of HER2 on their surface.
* not been treated for their cancer before this study.

Participants will be randomly assigned (like flipping a coin) to receive the treatment (PF-07220060 plus letrozole) or letrozole alone. Both PF-07220060 and letrozole are taken by mouth. PF-07220060 will be taken twice a day for 14 days. Letrozole will be taken once a day for 14 days.

Participants will have a screening period for up to 28 days. If deemed fit, they will receive study treatment for 14 days, and then will have a follow-up visit about 28 days after their last dose.

All participants will have at least one biopsy during the study. Biopsy is the removal of cells or tissues for examining. All participants will have a biopsy on Day 14.

Additional assessments for safety including blood draws and interviews done by the site staff will be completed during the study.",https://clinicaltrials.gov/study/NCT06465368
Postoperative Radiotherapy Plus Iressa or Radiotherapy Plus Cisplatin and Iressa for Advanced Head & Neck Cancer,To evaluate the feasibility and safety of (cohort 1) postoperative standard fractionation radiotherapy plus Iressa and of (cohort 2) hyperfractionated radiotherapy plus cisplatin and Iressa,https://clinicaltrials.gov/study/NCT00681967
Reaching for Evidence-baSed Chemotherapy Use in Endocrine Sensitive Breast Cancer,Systematic assessment of survival data of patients who have been tested with EndoPredict®; prospective proof that patients with low risk classification by EndoPredict® (EPclin) can safely forgo chemotherapy and be treated with endocrine therapy alone.,https://clinicaltrials.gov/study/NCT03503799
A Study to Learn More About How Well Treatment With Sevabertinib (BAY 2927088) Tablets Works and How Safe it is in Participants Who Have a Solid Tumor With Mutations of the Human Epidermal Growth Factor Receptor 2 (HER2),"Researchers are looking for a better way to treat people who have solid tumors with HER2-activating mutations. Before a treatment can be approved for people to take, researchers do clinical trials to better understand its safety and how it works.

In this trial, the researchers want to learn how well BAY2927088 (sevabertinib) works in people with different types of solid tumors with HER2 mutations. These include tumors in the colon or rectum, the uterus and the cervix (lower part of the uterus), the breast, the bladder, and the biliary tract (includes gall bladder and bile ducts) as well as other types of solid tumors with the exception of people with advanced non-small cell lung cancer (NSCLC).

Solid tumors may have specific changes or mutations to a gene called human epidermal growth receptor-2 (HER2). This leads to the formation of an abnormal form of HER2 protein in the cancer cells, resulting in increased cell growth. The study treatment, BAY2927088, is expected to block the abnormal HER2 protein which may stop the spread of cancer.

The trial will include about 111 participants who are at least 18 years old. All the participants will take 20 mg of BAY2927088 as tablets by mouth.

The participants will take treatments in 3-week periods called cycles. These 3-week cycles will be repeated throughout the trial. The participants can take BAY2927088 until their cancer gets worse, until they have medical problems, or until they leave the trial.

During the trial, the doctors will take imaging scans of different parts of the body to study the spread of cancer and will check heart health using echocardiogram or cardiac magnetic resonance imaging (MRI) and electrocardiogram (ECG). The doctors will also take blood and urine samples and do physical examinations to check the participants' health. They will ask questions about how the participants are feeling and if they have any medical problems.",https://clinicaltrials.gov/study/NCT06760819
"A Trial to Learn More About How BAY2327949 Works and How Safe it is in Patients Whose Kidneys Are Damaged Due to High Blood Sugar Levels or High Blood Pressures, and With a Further Disease of the Heart or the Blood Vessels.","In people with type 2 diabetes (T2D), the body makes insulin, but cannot use it well. This results in high blood sugar levels causing damage to the blood vessels inside the kidneys.

High blood pressure is a common condition that can cause damage to the blood vessels and heart if it is untreated. High blood pressure is also known as hypertension.

Patients with type 2 diabetes (T2D) or high blood pressure are at a higher risk of having chronic kidney disease (CKD). In people with CKD, the kidneys become damaged and do not work as they should. Over time, the function of the kidney declines more, and this can lead to the requirement for dialysis or kidney transplantation. Most people with CKD are also at risk of heart conditions, such as heart attack or stroke.

In this trial, the researchers want to learn if BAY2327949 reduces the amount of protein in the participants' urine. Protein in the urine is one of the signs of CKD. The researchers will compare the effects of BAY2327949 to a placebo. A placebo looks like the study drug but does not have any medicine in it. BAY2327949 is assumed to increase the blood flow through the kidneys, which may slow down the worsening of the disease. The researchers will use a placebo to learn if the changes seen in the participants are due to BAY2327949 or if the results could be due to chance.

This trial will include about 120 men and women over the age of 45 who have CKD. The participants will have T2D or high blood pressure, and a further disease of the heart or blood vessels.

During the trial, the participants will take either BAY2327949 or a placebo once a day for 28 days. The participants will visit their trial site about 9 times during the trial, and need to provide urine samples to check the participants' CKD symptoms. At the visits, the doctors will ask them if they have any health problems. They will also take blood samples to perform laboratory assessments.",https://clinicaltrials.gov/study/NCT04661917
Global rEgistry on decongestioN Therapy Using Less invasivE UltraFiltration,"In patients with advanced volume overload, minimally invasive ultrafiltration treatment in the acute phase can have a positive effect on clinical outcome. The aim is to collect treatment data in the context of a prospective registry of the safety and performance of minimally invasive ultrafiltration. The data will be recorded via an electronic case report form (eCRF); the eCRF runs on a server located in Germany and complies with current data protection regulations. It is intended to include about 300-500 patients with advanced volume overload at a minimum of 10 sites. In addition, data on a disease management programme (in-body measurement and home monitoring) will be recorded in up to 40 of these patients. The treatment data from each patient will be recorded over 12 months. An interim analysis will be performed after 150 patients have been observed for 6 months. The knowledge about ultrafiltration in volume overload obtained from the registry, in some cases in combination with a disease management programme, is intended to improve the body of evidence. In addition, the data will be used for hypothesis generation.",https://clinicaltrials.gov/study/NCT02769351
Study of Radium-223 Dichloride in Combination With Exemestane and Everolimus Versus Placebo in Combination With Exemestane and Everolimus in Subjects With Bone Predominant HER2 Negative Hormone Receptor Positive Metastatic Breast Cancer,"The objective of this study is to assess efficacy and safety of radium 223 dichloride in subjects with human epidermal growth factor receptor 2 (HER2) negative hormone receptor positive breast cancer with bone metastases treated with exemestane and everolimus

After implementation of CSP Amendment 10, only a limited number of subjects will remain in this study, in order to reduce the burden to study subjects, collection of data will be reduced and will focus mainly on acute safety, SSE, and OS. Once subjects are rolled over, the long-term safety will be collected and assessed entirely in the separate extended safety follow-up study.",https://clinicaltrials.gov/study/NCT02258451
Long-term Outcomes After Hypothermic Oxygenated Machine Perfusion of Donor Livers Using Real-world Data,"End-ischemic hypothermic oxygenated machine perfusion (HOPE) of human donor livers mitigates ischemia-reperfusion injury, resulting in a reduction of post-reperfusion syndrome, early allograft dysfunction and biliary complications, when compared with static cold storage. According to IDEAL-D (Idea, Development, Exploration, Assessment, Long term study-Framework for Devices), with several published randomized controlled trials on short-to-medium term outcomes, scientific evidence for HOPE has currently reached stage 3. Assessment of long-term outcomes after HOPE preservation based on real-world data (i.e., IDEAL-D stage 4) is currently still lacking. Therefore, we aim to conduct an international, multi-center, retrospective, observational cohort study to assess long-term outcomes after transplantation of donor livers preserved by hypothermic oxygenated machine perfusion (HOPE).",https://clinicaltrials.gov/study/NCT05520320
"Study to Test How Well Patients With Advanced Solid Tumors Respond to Treatment With the Elimusertib in Combination With Pembrolizumab, to Find the Optimal Dose for Patients, How the Drug is Tolerated and the Way the Body Absorbs, Distributes and Discharges the Drug","The purpose of the study is to test how well patients with advanced solid tumors respond to treatment with elimusertib (BAY1895344) in combination with pembrolizumab. In addition researchers want to find for patients the optimal dose of elimusertib in combination with pembrolizumab, how the drug is tolerated and the way the body absorbs, distributes and discharges the drug. The study medication, elimusertib, works by blocking a substance (ATR Kinase) which is produced by the body and is important for the growth of tumor cells. Pembrolizumab is an immunologic checkpoint blocker that promotes an immune response against the tumor.",https://clinicaltrials.gov/study/NCT04095273
Study of Efficacy and Safety of Nivolumab in Combination With EGF816 and of Nivolumab in Combination With INC280 in Patients With Previously Treated Non-small Cell Lung Cancer,To determine the efficacy and safety of nivolumab in combination with EGF816 and of nivolumab in combination with INC280 in previously treated NSCLC patients,https://clinicaltrials.gov/study/NCT02323126
The RECOVER IV Trial,The purpose of this study is to assess whether hemodynamic support with an Impella-based treatment strategy initiated prior to percutaneous coronary intervention (PCI) in patients with ST-Segment Elevation Myocardial Infarction (STEMI)-Cardiogenic Shock (CS) improves survival and functional outcomes compared to a non-Impella-based treatment strategy.,https://clinicaltrials.gov/study/NCT05506449
Prevalence of Chronic Kidney Disease (CKD) and Risk Factors in Sub-Saharan Africa,"Prospective cross-sectional study at the outpatient clinic (OPC) of the Bagamoyo District Hospital (BDH) in Tanzania. Assessment of basic epidemiological data (Point prevalence and risk factors) on CKD with simple clinical, laboratory tests and the patients history. After informed consent blood samples are taken for complete blood count, serum creatinine, HbA1c, HIV-Screening, and urine samples for dipstick, urine sediment, and albumin-creatinine ratio. Further, office blood pressure, weight and height are taken. Further, patients history are asked by a questionnaire (i.e.history of infectious and cardiovascular diseases and basic demographic data: i.e. sex, age).

CKD is defined as the presence of either impaired kidney function and/or albuminuria based on a one-time measurement.

Primary outcome of the study are prevalence rates of CKD and the impact of non-communicable and communicable disorders on CKD.",https://clinicaltrials.gov/study/NCT03458338
Study of Efficacy and Safety of Iptacopan in Participants With IC-MPGN,"This study is designed as a multicenter, randomized, double-blind, parallel group, placebo-controlled study to evaluate the efficacy and safety of iptacopan (LNP023) in idiopathic immune complex mediated membranoproliferative glomerulonephritis.",https://clinicaltrials.gov/study/NCT05755386
A Study of Tiragolumab in Combination With Atezolizumab Compared With Placebo in Combination With Atezolizumab in Patients With Previously Untreated Locally Advanced Unresectable or Metastatic PD-L1-Selected Non-Small Cell Lung Cancer,"The purpose of the study is to evaluate the efficacy and safety of tiragolumab plus atezolizumab compared with placebo plus atezolizumab in participants with previously untreated locally advanced, unresectable or metastatic PD-L1-selected non-small cell lung cancer (NSCLC), with no epidermal growth factor receptor (EGFR) mutation or anaplastic lymphoma kinase (ALK) translocation. Eligible participants will be randomized in a 1:1 ratio to receive either tiragolumab plus atezolizumab or placebo plus atezolizumab.",https://clinicaltrials.gov/study/NCT04294810
Anti-EGFR Immunoliposomes in Solid Tumors,"Background: Site-specific delivery of anti-cancer therapeutics is paramount for both reducing nonspecific toxicities and increasing efficacy of chemotherapeutic agents. Due to their small molecular size and nonspecific mechanisms of action, most conventional chemotherapies result in significant toxicities that limit the effectiveness of treatment and reduce the overall quality of life for cancer patients. Encapsulation of these toxic agents inside lipid-based carrier systems (so-called liposomes) results in passive targeting of the compounds to solid tumors. The preferential delivery of liposomal drugs to solid tumors is mostly due to altered barrier-properties of tumor-associated vessels. This results in both an improved delivery and at the same time a significantly milder toxicity profile. Recently, the specificity of delivery was further increased by attaching monoclonal antibodies or antibody fragments to the surface of liposomes (=immunoliposomes, antibody-linked nanoparticles). Antibody-coated immunoliposomes attach more selectively to antigens expressed on the target cells and they are internalized more efficiently. Furthermore, there is evidence that drug resistance, a major challenge in cancer treatment, may be overcome by such delivery systems. A logical and accessible target, such as EGFR, is overexpressed on a variety of primary human cancer cells and it is involved in signaling pathways that contribute both to tumor initiation and tumor progression. Recently, the investigators have tested immunoliposomes against the epidermal growth factor receptor (EGFR) in a preclinical setting. Based on the preclinical results we have initiated this phase I clinical trial.

Study hypothesis: The investigators hypothesize that anti-EGFR-immunoliposomes selectively deliver cytotoxic compounds to EGFR-overexpressing tumors cells. Specific delivery is supposed to increase efficacy while reducing side-effects of the compound. The primary objective of this phase 1 trial is the determination of the maximum tolerated dose (MTD) for future phase 2 trials of this nanoparticle.",https://clinicaltrials.gov/study/NCT01702129
Efficacy and Safety of Finerenone in Subjects With Type 2 Diabetes Mellitus and Diabetic Kidney Disease,"The primary objective of this study was to demonstrate whether, in addition to standard of care, finerenone is superior to placebo in delaying the progression of kidney disease, as measured by the composite endpoint of time to first occurrence of kidney failure, a sustained decrease of estimated glomerular filtration rate (eGFR) ≥40% from baseline over at least 4 weeks, or renal death.",https://clinicaltrials.gov/study/NCT02540993
Doxorubicin-loaded Anti-EGFR-immunoliposomes (C225-ILs-dox) in High-grade Gliomas,"Anti-EGFR-immunoliposomes loaded with doxorubicin (C225-ILs-dox) are given intravenously in patients with relapsed or refractory high-grade gliomas.

The pharmacokinetics of C225-ILs-dox in peripheral blood (PB), cerebro-spinal fluid (CSF) and resected tumour tissue will be assessed.",https://clinicaltrials.gov/study/NCT03603379
Impact of COVID-19 Outbreak on Non-COVID-19 Patients,"The Geneva Canton organized the health crisis of the COVID-19 epidemic around the care of COVID patients at the University Hospital (HUG), by moving the care of non-COVID patients to private hospitals of the canton. The COVID epidemic appears to have been associated with a decrease in consultations and care for non-COVID patients. An excess of morbidity and mortality (non-COVID) would be possible during or after the epidemic in connection with this ""under-medicalization"" of non-COVID patients.

The aim of this study is to measure and analyze the impact on the morbidity and mortality of inpatients during and after the COVID-19 epidemic in the adult inpatient wards of HUG and township hospitals / clinics.",https://clinicaltrials.gov/study/NCT04537559
aHUS Observational Long Term Follow-Up,There is growing but limited information on the long term clinical status of aHUS patients who have previously received or are continuing to receive treatment with eculizumab. This study is designed to collect clinical data that will provide insight into the long-term outcomes of patients with aHUS.,https://clinicaltrials.gov/study/NCT01522170
Implementing Geriatric Assessment for Dose Optimization of Cyclin-dependent Kinase (CDK) 4/6-inhibitors in Older Breast Cancer Patients,"IMPORTANT study is a multicenter, open-label, prospective, randomized-controlled, non-inferiority trial with a pragmatic approach involving older patients (≥ 70 years old) with advanced hormone receptor (HR)-positive/human epidermal growth factor receptor 2 (HER2)-negative breast cancer, not amenable for curative treatment and without prior therapy for advanced disease, who are suitable to receive CDK 4/6-inhibitors plus endocrine therapy as first line therapy. The study implements two approaches with high level of evidence, namely the use of comprehensive geriatric assessment (CGA) approach in treatment decision making and the use of CDK 4/6-inhibitors as the initial treatment of choice, to investigate whether a common clinical practice (starting dose reduction of CDK 4/6-inhibitors in older patients) with evidence of low certainty can be standardized using a more individualized-based approach.

On the basis of baseline CGA assessment, patients will either receive full dose of CDK 4/6-inhibitors plus endocrine therapy (if patients are fit according to CGA) or be randomized to full dose vs. reduced initial dose of CDK 4/6-inhibitors (if vulnerable or frail according to CGA). The study hypothesis is that adjusting the dose according to vulnerability will allow patients to tolerate treatment better without jeopardizing the treatment efficacy.

This project has received funding from the European Union's HORIZON 2022 research and innovation actions supporting the implementation of the Mission on Cancer under grant agreement No 101104589.",https://clinicaltrials.gov/study/NCT06044623
Biomarker-guided Intervention to Prevent Acute Kidney Injury,"There is no specific therapy for acute kidney injury. It is presumed that supportive measures improve the care and outcome of patients with acute kidney injury. The investigators hypothesize that the implementation of a bundle of supportive measures adapted to patients undergoing major surgery reduces the occurrence of AKI.

This randomized prospective multicenter trial is needed to investigator whether the implementation of the bundle of measures is effective to prevent AKI in high risk patients undergoing major surgery.",https://clinicaltrials.gov/study/NCT04647396
Factor XA - Inhibition in RENal Patients With Non-valvular Atrial Fibrillation - Observational Registry,"The multicenter registry will collect clinical data from 1600 patients with non valvular atrial fibrillation (NVAF) and chronic kidney disease (eGFR 15-49 mL/min per 1.73 m2).

The overall objective of this registry is to assess chronic kidney disease (CKD) progression and clinical outcomes with regard to anticoagulation strategies in NVAF patients with eGFR 15-49 mL/min per 1.73 m2 in routine clinical practice.",https://clinicaltrials.gov/study/NCT02663076
Phase III Study of BKM120/Placebo With Fulvestrant in Postmenopausal Patients With Hormone Receptor Positive HER2-negative Locally Advanced or Metastatic Breast Cancer Refractory to Aromatase Inhibitor,"This study was a multi-center, randomized, double-blind, placebo controlled Phase III study to determine the efficacy and safety of treatment with buparlisib plus fulvestrant versus fulvestrant plus placebo in postmenopausal women with hormone Receptor-positive (HR-positive), human epidermal growth factor receptor 2-negative (HER2-negative), locally advanced or metastatic breast cancer (MBC) whose disease has progressed on or after aromatase inhibitor (AI) treatment.",https://clinicaltrials.gov/study/NCT01610284
A Phase 3 Clinical Trial of CCX168 (Avacopan) in Patients With ANCA-Associated Vasculitis,"The primary objective is to evaluate the efficacy of CCX168 (avacopan) to induce and sustain remission in patients with active anti-neutrophil cytoplasmic antibody (ANCA)-associated vasculitis (AAV), when used in combination with cyclophosphamide followed by azathioprine, or in combination with rituximab.",https://clinicaltrials.gov/study/NCT02994927
"The ""Global Paradise System"" Registry","The GPS Registry is a multi-centre, single-arm, non-interventional (observational) registry. In addition to collecting data from patients treated as per standard clinical practice, the Registry will also regularly collect telemetric Home Blood Pressure (HBP) measurements and Patient Reported Outcome (PRO) data via a standardized quality of life questionnaire. The objective of the GPS Registry is to document the long-term safety and effectiveness of the commercially available Paradise Ultrasound Renal Denervation System when used per its labelling in patients deemed to be candidates for RDN as per physician's assessment.",https://clinicaltrials.gov/study/NCT05027685
Standard vs. Accelerated Initiation of RRT in Acute Kidney Injury (STARRT-AKI: Principal Trial),"The objectives of this trial are to determine whether, in critically ill patients with severe acute kidney injury (AKI), randomization to accelerated initiation of renal replacement therapy (RRT), compared to standard initiation, leads to:

1. Improved survival (primary outcome); and
2. Recovery of kidney function (principal secondary outcome), defined as independence from RRT at 90 days",https://clinicaltrials.gov/study/NCT02568722
Osimertinib and Locally Ablative Radiotherapy in Patients With Synchronous Oligo-metastatic EGFR Mutant NSCLC (STEREO),"STEREO is single-arm phase II study, which aims to evaluate the safety and efficacy of osimertinib combined with early locally ablative radiotherapy of all cancer sites in patients with synchronous oligo-metastatic (primary tumour and maximum 5 metastases) EGFR-mutant (exon 19 deletion or exon 21 L858R) NSCLC. Eradication of all macroscopic cancer sites at the time of primary diagnosis by combined modality treatment is expected to decrease the risk of resistance development with only microscopic disease potentially remaining. This will result in an improvement of PFS and OS without added high-grade toxicity.",https://clinicaltrials.gov/study/NCT04908956
Fibrosis Lessens After Metabolic Surgery,"Metabolic dysfunction-associated steatotic liver disease (MASLD), formerly known as non-alcoholic fatty liver disease (NAFLD), a major global public health concern, is commonly associated with obesity, diabetes, and dyslipidemia. MASLD is currently the most common cause of chronic liver disease affecting about 80% of people with obesity, ranging from simple fat deposits in the liver to Metabolic Dysfunction-Associated Steatohepatitis (MASH), cellular injury, advanced fibrosis, cirrhosis, or hepatocellular carcinoma. Patients with MASH are also at risk for cardiovascular disease and mortality. There is no universally approved medication for MASH. Weight loss remains the cornerstone of MASH treatment.

Patients meeting the inclusion and exclusion criteria and who give informed consent will be enrolled in the trial and undergo the baseline liver biopsy (if none available). Approximately 120 patients with MASH and liver fibrosis (F1-F4 in baseline liver biopsy) will be randomized in a 1:1 ratio to metabolic surgery or medical treatment (incretin-based therapies ± other medical therapies for MASH) and followed for 2 years at which time a repeat liver biopsy will be performed for the assessment of the primary end point.",https://clinicaltrials.gov/study/NCT06374875
